Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,Weather_Label
23.0,90,17.0,94.0,Partly Cloudy,1017.47,0,Winter,1.0,Coastal,Rainy,1
19.0,73,19.0,90.0,Overcast,1005.43,0,Summer,1.5,Mountain,Rainy,1
16.0,41,10.5,81.0,Partly Cloudy,1049.7312500000003,1,Spring,14.25,Coastal,Cloudy,0
-8.0,99,16.0,70.0,Overcast,993.82,0,Winter,1.5,Mountain,Snowy,2
21.0,92,24.5,81.0,Overcast,1006.14,7,Autumn,1.0,Inland,Rainy,1
-9.0,75,5.0,98.0,Overcast,988.71,0,Winter,5.0,Inland,Snowy,2
12.0,66,5.5,27.0,Partly Cloudy,1003.07,2,Winter,8.0,Mountain,Cloudy,0
45.0,81,6.5,84.0,Partly Cloudy,1024.04,6,Winter,11.0,Inland,Sunny,3
-10.0,31,10.5,84.0,Partly Cloudy,961.8412499999998,6,Spring,7.0,Mountain,Sunny,3
70.0,94,26.25,94.0,Overcast,1004.12,6,Winter,0.5,Inland,Rainy,1
2.0,70,16.5,57.0,Overcast,990.44,0,Winter,1.5,Mountain,Snowy,2
51.0,98,9.0,98.0,Clear,1021.61,1,Autumn,7.0,Mountain,Sunny,3
30.0,52,4.0,49.0,Overcast,1017.81,2,Autumn,6.0,Inland,Cloudy,0
34.0,65,10.5,45.0,Partly Cloudy,1005.25,2,Autumn,7.5,Coastal,Cloudy,0
0.0,88,3.0,52.0,Overcast,981.64,1,Winter,1.0,Inland,Snowy,2
29.0,55,7.0,18.0,Clear,1022.87,7,Winter,5.5,Mountain,Sunny,3
-19.0,41,5.5,16.0,Partly Cloudy,1034.63,11,Autumn,14.25,Mountain,Cloudy,0
16.0,87,15.0,96.0,Partly Cloudy,1005.39,3,Spring,2.0,Inland,Rainy,1
28.0,63,3.0,5.0,Clear,1026.02,11,Spring,8.5,Mountain,Sunny,3
-8.0,82,9.0,79.0,Overcast,997.79,1,Winter,2.0,Inland,Snowy,2
29.0,46,2.0,19.0,Clear,1027.65,11,Autumn,5.5,Coastal,Sunny,3
12.0,68,10.5,78.0,Overcast,1014.17,0,Winter,2.0,Coastal,Rainy,1
23.0,31,3.5,18.0,Partly Cloudy,961.8412499999998,8,Autumn,8.0,Mountain,Sunny,3
28.0,56,4.0,18.0,Clear,1020.85,7,Spring,7.0,Mountain,Sunny,3
20.0,73,11.0,43.0,Overcast,1005.72,1,Summer,8.5,Mountain,Cloudy,0
34.0,63,20.0,72.0,Overcast,991.86,1,Summer,3.0,Inland,Rainy,1
20.0,62,2.5,12.0,Clear,1029.63,8,Spring,6.0,Coastal,Sunny,3
-11.0,34,2.5,84.0,Overcast,961.8412499999998,13,Spring,14.25,Inland,Rainy,1
36.0,50,9.0,10.0,Clear,1021.05,5,Winter,5.5,Inland,Sunny,3
12.0,54,7.0,16.0,Partly Cloudy,1008.7,2,Summer,6.0,Coastal,Cloudy,0
30.0,22,6.0,10.0,Clear,1020.21,10,Autumn,5.0,Coastal,Sunny,3
16.0,68,17.0,96.0,Overcast,1006.29,0,Spring,1.5,Coastal,Rainy,1
34.0,93,26.25,91.0,Overcast,1014.02,13,Winter,2.0,Mountain,Rainy,1
2.0,96,14.0,90.0,Partly Cloudy,994.56,1,Winter,1.5,Inland,Snowy,2
44.0,23,4.5,5.0,Clear,1023.15,9,Winter,7.0,Mountain,Sunny,3
24.0,60,6.5,63.0,Overcast,998.0,0,Autumn,5.0,Coastal,Rainy,1
27.0,70,8.5,42.0,Overcast,1019.32,4,Summer,6.5,Mountain,Cloudy,0
0.0,91,2.0,77.0,Overcast,989.54,1,Winter,4.5,Inland,Snowy,2
10.0,92,11.5,87.0,Partly Cloudy,1006.0,1,Winter,3.5,Coastal,Rainy,1
-4.0,84,9.0,68.0,Partly Cloudy,993.88,0,Winter,3.0,Mountain,Snowy,2
20.0,33,2.0,19.0,Partly Cloudy,1020.46,5,Spring,5.5,Mountain,Sunny,3
38.0,53,3.0,15.0,Clear,1015.39,8,Summer,5.0,Coastal,Sunny,3
26.0,66,0.5,17.0,Clear,1010.85,10,Spring,8.5,Coastal,Sunny,3
-19.0,41,8.0,11.0,Partly Cloudy,1049.7312500000003,7,Autumn,6.0,Coastal,Snowy,2
21.0,73,6.0,86.0,Partly Cloudy,1010.37,3,Winter,2.0,Coastal,Rainy,1
1.0,22,4.0,92.0,Overcast,961.8412499999998,4,Autumn,12.0,Mountain,Sunny,3
28.0,82,26.25,100.0,Partly Cloudy,1010.22,6,Autumn,7.0,Mountain,Cloudy,0
-7.0,82,11.5,95.0,Overcast,998.49,1,Winter,3.5,Inland,Snowy,2
22.0,84,16.5,62.0,Overcast,1009.7,1,Spring,3.0,Coastal,Rainy,1
29.0,55,0.5,13.0,Overcast,1019.93,1,Winter,7.5,Inland,Cloudy,0
4.0,98,18.5,74.0,Partly Cloudy,991.57,1,Winter,3.0,Inland,Snowy,2
-5.0,71,14.0,57.0,Partly Cloudy,961.8412499999998,0,Winter,10.5,Inland,Sunny,3
31.0,79,5.0,41.0,Partly Cloudy,1008.03,4,Winter,6.0,Coastal,Cloudy,0
0.0,97,16.0,99.0,Partly Cloudy,995.62,1,Winter,1.5,Inland,Snowy,2
44.0,67,1.5,17.0,Partly Cloudy,1021.59,6,Spring,7.5,Mountain,Sunny,3
31.0,51,9.5,44.0,Partly Cloudy,1017.77,3,Summer,5.0,Mountain,Cloudy,0
-10.0,93,8.5,58.0,Partly Cloudy,987.38,0,Winter,3.5,Inland,Snowy,2
4.0,77,19.5,99.0,Overcast,991.95,0,Winter,4.5,Inland,Snowy,2
-7.0,86,22.0,88.0,Overcast,985.6,6,Winter,1.0,Inland,Snowy,2
24.0,78,18.5,54.0,Overcast,1009.18,0,Spring,1.5,Coastal,Rainy,1
27.0,67,8.0,23.0,Partly Cloudy,1006.44,2,Autumn,5.5,Mountain,Cloudy,0
15.0,89,15.5,92.0,Overcast,1003.07,0,Winter,4.5,Coastal,Rainy,1
-12.0,47,9.5,76.0,Cloudy,1049.7312500000003,4,Summer,5.5,Mountain,Sunny,3
25.0,32,1.5,1.0,Partly Cloudy,1029.62,9,Autumn,9.0,Inland,Sunny,3
35.0,69,7.5,1.0,Clear,1027.84,5,Autumn,7.0,Inland,Sunny,3
-8.0,85,11.5,80.0,Overcast,992.47,0,Winter,2.0,Inland,Snowy,2
27.0,99,17.5,91.0,Overcast,991.27,2,Spring,3.0,Coastal,Rainy,1
5.0,97,8.5,70.0,Overcast,992.64,10,Winter,2.5,Mountain,Snowy,2
0.0,84,5.5,62.0,Overcast,991.3,1,Winter,4.5,Mountain,Snowy,2
0.0,77,12.5,98.0,Overcast,995.08,1,Winter,4.0,Mountain,Snowy,2
4.0,98,5.5,85.0,Partly Cloudy,990.09,0,Winter,1.0,Inland,Snowy,2
12.0,31,5.0,25.0,Overcast,1049.7312500000003,6,Spring,14.25,Mountain,Rainy,1
33.0,44,5.0,4.0,Partly Cloudy,1010.03,5,Winter,7.0,Coastal,Sunny,3
49.0,76,2.0,90.0,Clear,1013.22,11,Autumn,2.5,Inland,Sunny,3
5.0,56,2.0,54.0,Cloudy,1049.7312500000003,6,Autumn,2.5,Inland,Sunny,3
6.0,89,26.25,100.0,Overcast,995.62,0,Winter,2.0,Inland,Snowy,2
36.0,68,0.5,16.0,Clear,1017.35,5,Winter,6.5,Inland,Sunny,3
59.0,75,13.0,79.0,Clear,1025.4,3,Summer,8.5,Mountain,Sunny,3
-7.0,97,11.5,80.0,Overcast,999.75,0,Winter,2.0,Mountain,Snowy,2
14.0,67,14.5,82.0,Partly Cloudy,1017.73,0,Winter,2.5,Mountain,Rainy,1
34.0,88,9.0,96.0,Overcast,1010.42,10,Summer,11.5,Mountain,Cloudy,0
27.0,99,9.5,85.0,Clear,1015.88,10,Autumn,4.0,Inland,Sunny,3
20.0,94,8.0,54.0,Overcast,995.2,3,Summer,2.0,Mountain,Rainy,1
28.0,70,13.0,22.0,Overcast,1016.73,3,Autumn,7.0,Inland,Cloudy,0
14.0,68,13.0,63.0,Overcast,992.68,3,Autumn,4.0,Inland,Rainy,1
31.0,92,17.0,61.0,Partly Cloudy,1010.51,1,Winter,2.5,Coastal,Rainy,1
13.0,44,13.5,78.0,Overcast,961.8412499999998,3,Winter,2.0,Inland,Rainy,1
3.0,66,16.5,84.0,Partly Cloudy,997.36,1,Winter,4.5,Inland,Snowy,2
26.0,63,5.5,17.0,Partly Cloudy,1008.04,4,Summer,6.5,Inland,Cloudy,0
-12.0,71,17.0,100.0,Partly Cloudy,996.07,8,Winter,2.5,Mountain,Snowy,2
23.0,79,0.5,11.0,Partly Cloudy,1011.29,1,Spring,6.5,Mountain,Cloudy,0
-8.0,71,10.0,91.0,Overcast,998.32,0,Winter,1.5,Mountain,Snowy,2
2.0,86,21.5,99.0,Partly Cloudy,992.52,9,Winter,5.0,Mountain,Snowy,2
-8.0,73,7.0,87.0,Overcast,992.94,1,Winter,2.5,Mountain,Snowy,2
-4.0,77,18.5,75.0,Partly Cloudy,990.3,0,Winter,4.5,Mountain,Snowy,2
28.0,93,10.0,76.0,Clear,1021.73,9,Summer,1.0,Coastal,Sunny,3
33.0,97,9.0,62.0,Overcast,1000.41,1,Winter,1.0,Inland,Rainy,1
37.0,28,3.0,5.0,Clear,1016.72,8,Spring,8.5,Coastal,Sunny,3
28.0,86,14.5,65.0,Overcast,996.25,1,Spring,2.0,Coastal,Rainy,1
-10.0,74,10.5,59.0,Overcast,985.83,0,Winter,3.5,Inland,Snowy,2
-9.0,88,12.5,79.0,Overcast,988.76,0,Winter,1.0,Inland,Snowy,2
21.0,60,6.5,95.0,Overcast,997.16,0,Spring,2.5,Inland,Rainy,1
37.0,34,4.5,7.0,Partly Cloudy,1021.0,11,Winter,6.5,Coastal,Sunny,3
-9.0,78,16.5,54.0,Overcast,998.72,1,Winter,2.0,Inland,Snowy,2
27.0,100,12.0,100.0,Clear,1028.21,3,Winter,7.0,Coastal,Sunny,3
29.0,50,8.0,27.0,Partly Cloudy,1005.8,1,Winter,8.5,Mountain,Cloudy,0
-6.0,81,21.5,90.0,Overcast,984.81,12,Winter,1.5,Mountain,Snowy,2
27.0,60,6.0,24.0,Overcast,1012.08,3,Winter,8.5,Mountain,Cloudy,0
1.0,82,13.0,99.0,Overcast,988.25,10,Winter,1.5,Mountain,Snowy,2
24.0,98,12.5,52.0,Overcast,1019.52,0,Spring,4.5,Coastal,Rainy,1
24.0,31,0.5,11.0,Partly Cloudy,1014.4,9,Winter,8.5,Coastal,Sunny,3
32.0,75,8.0,77.0,Partly Cloudy,1025.66,7,Spring,5.0,Mountain,Sunny,3
34.0,99,17.5,70.0,Overcast,990.78,3,Autumn,2.0,Inland,Rainy,1
34.0,51,8.5,10.0,Clear,1010.11,7,Winter,8.5,Mountain,Sunny,3
12.0,60,11.0,63.0,Overcast,1009.03,1,Spring,4.5,Coastal,Rainy,1
44.0,63,3.0,2.0,Partly Cloudy,1011.89,11,Spring,8.5,Mountain,Sunny,3
14.0,76,9.5,75.0,Overcast,1009.77,1,Summer,3.0,Coastal,Rainy,1
38.0,73,8.0,81.0,Partly Cloudy,1007.17,14,Winter,1.0,Mountain,Cloudy,0
13.0,61,7.0,18.0,Overcast,1010.55,2,Winter,8.0,Mountain,Cloudy,0
28.0,70,11.0,92.0,Partly Cloudy,1004.04,1,Spring,2.0,Mountain,Rainy,1
23.0,95,26.25,99.0,Partly Cloudy,1003.48,3,Summer,2.5,Inland,Rainy,1
24.0,31,6.0,16.0,Clear,1013.15,5,Summer,7.5,Inland,Sunny,3
48.0,79,3.0,74.0,Overcast,1049.7312500000003,12,Summer,1.0,Inland,Cloudy,0
47.0,87,26.25,78.0,Partly Cloudy,994.53,9,Autumn,3.0,Coastal,Rainy,1
26.0,67,10.5,35.0,Partly Cloudy,1011.74,2,Summer,5.0,Coastal,Cloudy,0
14.0,57,0.5,27.0,Partly Cloudy,1013.63,3,Winter,6.0,Mountain,Cloudy,0
-3.0,63,14.0,62.0,Overcast,982.54,1,Winter,2.5,Inland,Snowy,2
31.0,88,26.25,100.0,Overcast,1018.33,4,Autumn,1.5,Mountain,Rainy,1
24.0,65,0.5,46.0,Partly Cloudy,1006.69,3,Autumn,8.0,Inland,Cloudy,0
31.0,75,9.5,75.0,Partly Cloudy,1013.19,0,Spring,2.0,Coastal,Rainy,1
16.0,77,13.0,88.0,Overcast,1004.43,2,Winter,4.5,Coastal,Rainy,1
42.0,43,4.0,15.0,Clear,1013.46,6,Winter,8.0,Inland,Sunny,3
-10.0,71,9.0,51.0,Overcast,983.84,0,Winter,3.0,Inland,Snowy,2
31.0,20,7.0,2.0,Partly Cloudy,1020.51,11,Spring,6.0,Mountain,Sunny,3
37.0,38,4.0,1.0,Partly Cloudy,1023.97,8,Summer,8.5,Mountain,Sunny,3
29.0,100,10.5,85.0,Partly Cloudy,1029.18,1,Winter,3.5,Inland,Sunny,3
71.5,100,8.0,93.0,Clear,1029.19,7,Summer,3.0,Mountain,Sunny,3
23.0,35,5.0,17.0,Clear,1020.09,9,Spring,6.0,Inland,Sunny,3
-8.0,78,9.0,78.0,Overcast,999.45,1,Winter,2.5,Inland,Snowy,2
24.0,87,17.5,80.0,Overcast,1006.75,2,Winter,4.0,Coastal,Rainy,1
23.0,81,24.0,93.0,Overcast,1006.73,11,Autumn,1.0,Coastal,Rainy,1
41.0,47,8.5,5.0,Clear,1026.73,10,Autumn,9.5,Coastal,Sunny,3
21.0,92,17.5,87.0,Overcast,1010.89,3,Winter,2.5,Mountain,Rainy,1
26.0,72,3.0,36.0,Partly Cloudy,1012.65,2,Winter,8.0,Mountain,Cloudy,0
64.0,95,25.0,100.0,Partly Cloudy,1002.57,5,Autumn,5.5,Mountain,Cloudy,0
17.0,22,3.5,65.0,Cloudy,961.8412499999998,11,Winter,14.25,Mountain,Snowy,2
29.0,75,8.0,45.0,Partly Cloudy,1001.95,1,Autumn,8.5,Inland,Cloudy,0
30.0,64,5.5,16.0,Overcast,1011.05,1,Summer,5.0,Inland,Cloudy,0
25.0,57,2.0,16.0,Partly Cloudy,1004.99,2,Autumn,5.5,Coastal,Cloudy,0
21.0,65,11.5,49.0,Partly Cloudy,1010.53,1,Autumn,5.5,Inland,Cloudy,0
22.0,63,9.5,5.0,Partly Cloudy,1024.08,10,Spring,7.0,Coastal,Sunny,3
16.0,50,9.0,16.0,Overcast,1001.3,3,Summer,7.0,Mountain,Cloudy,0
37.0,100,24.0,84.0,Partly Cloudy,1019.57,3,Spring,6.0,Coastal,Cloudy,0
21.0,88,11.0,81.0,Partly Cloudy,1005.55,3,Spring,4.5,Coastal,Rainy,1
22.0,89,17.5,97.0,Partly Cloudy,1004.21,0,Spring,4.0,Coastal,Rainy,1
29.0,32,3.0,15.0,Clear,1012.12,11,Spring,6.0,Coastal,Sunny,3
10.0,55,7.5,22.0,Partly Cloudy,1007.33,3,Autumn,5.5,Mountain,Cloudy,0
27.0,62,3.5,48.0,Overcast,1014.76,2,Summer,5.5,Mountain,Cloudy,0
34.0,80,6.5,55.0,Overcast,1003.04,0,Spring,2.5,Coastal,Rainy,1
25.0,61,13.0,79.0,Overcast,1002.02,1,Winter,2.5,Inland,Rainy,1
31.0,70,5.5,43.0,Overcast,1015.27,4,Winter,6.5,Coastal,Cloudy,0
22.0,72,5.5,84.0,Partly Cloudy,994.51,3,Spring,2.5,Mountain,Rainy,1
35.0,43,4.5,18.0,Clear,1022.08,9,Summer,9.0,Mountain,Sunny,3
0.0,70,6.0,90.0,Overcast,990.81,1,Winter,1.5,Mountain,Snowy,2
37.0,20,9.0,11.0,Partly Cloudy,1022.91,7,Winter,8.0,Mountain,Sunny,3
30.0,91,7.0,100.0,Partly Cloudy,1012.35,6,Spring,9.0,Mountain,Sunny,3
2.0,89,9.5,93.0,Partly Cloudy,991.88,1,Winter,3.0,Inland,Snowy,2
20.0,97,12.0,90.0,Overcast,1014.93,3,Winter,3.5,Inland,Rainy,1
-3.0,93,1.5,54.0,Overcast,984.52,0,Winter,2.5,Inland,Snowy,2
18.0,81,15.0,55.0,Partly Cloudy,991.05,2,Summer,4.0,Inland,Rainy,1
3.0,91,3.5,52.0,Partly Cloudy,994.38,0,Winter,4.0,Inland,Snowy,2
1.0,69,14.0,54.0,Partly Cloudy,989.64,0,Winter,1.0,Mountain,Snowy,2
29.0,48,5.5,13.0,Clear,1020.36,9,Spring,6.5,Mountain,Sunny,3
36.0,89,16.5,99.0,Partly Cloudy,1023.65,7,Spring,5.0,Coastal,Sunny,3
34.0,59,8.5,9.0,Clear,1020.78,6,Winter,8.0,Coastal,Sunny,3
-4.0,97,20.0,53.0,Overcast,982.49,0,Winter,2.5,Mountain,Snowy,2
-1.0,65,19.5,71.0,Partly Cloudy,998.83,1,Winter,1.0,Mountain,Snowy,2
21.0,99,10.0,67.0,Overcast,1007.75,1,Autumn,4.5,Coastal,Rainy,1
-9.0,100,4.5,100.0,Overcast,984.08,1,Winter,1.5,Mountain,Snowy,2
28.0,71,26.25,87.0,Partly Cloudy,1018.69,12,Winter,5.0,Inland,Rainy,1
21.0,91,10.5,72.0,Overcast,1013.6,1,Autumn,5.0,Coastal,Rainy,1
0.0,72,11.5,10.0,Overcast,961.8412499999998,6,Summer,7.5,Mountain,Sunny,3
30.0,70,1.0,45.0,Overcast,1017.84,4,Spring,8.5,Coastal,Cloudy,0
42.0,53,5.0,10.0,Clear,1027.84,10,Winter,7.0,Mountain,Sunny,3
20.0,55,8.0,33.0,Overcast,1015.61,1,Autumn,7.0,Coastal,Cloudy,0
57.0,71,18.0,84.0,Overcast,1009.18,2,Autumn,1.0,Inland,Rainy,1
20.0,65,5.5,17.0,Clear,1029.96,10,Spring,9.5,Mountain,Sunny,3
32.0,42,5.0,17.0,Clear,1026.4,6,Autumn,7.5,Coastal,Sunny,3
17.0,91,9.0,66.0,Overcast,1002.44,0,Spring,4.5,Coastal,Rainy,1
44.0,67,8.0,16.0,Clear,1028.69,6,Spring,8.0,Mountain,Sunny,3
15.0,86,5.0,70.0,Partly Cloudy,1007.14,3,Winter,5.0,Inland,Rainy,1
20.0,97,17.0,70.0,Overcast,1004.59,3,Winter,4.5,Coastal,Rainy,1
-10.0,73,4.0,72.0,Overcast,998.67,0,Winter,2.5,Inland,Snowy,2
-8.0,60,19.0,55.0,Partly Cloudy,995.01,1,Winter,2.0,Inland,Snowy,2
-15.0,56,6.0,96.0,Overcast,1049.7312500000003,11,Autumn,12.0,Mountain,Cloudy,0
15.0,70,2.5,80.0,Clear,1020.81,2,Summer,8.0,Mountain,Sunny,3
22.0,70,4.5,34.0,Overcast,1003.23,1,Autumn,9.0,Inland,Cloudy,0
-5.0,91,3.0,64.0,Overcast,986.86,1,Winter,3.5,Mountain,Snowy,2
11.0,63,7.5,90.0,Overcast,1004.18,0,Summer,2.0,Coastal,Rainy,1
20.0,50,9.5,22.0,Overcast,1004.24,1,Autumn,8.5,Inland,Cloudy,0
41.0,66,8.0,11.0,Clear,1020.81,11,Winter,9.0,Mountain,Sunny,3
32.0,69,5.5,6.0,Clear,1026.28,6,Winter,9.5,Mountain,Sunny,3
10.0,77,4.0,26.0,Cloudy,961.8412499999998,9,Autumn,11.5,Coastal,Rainy,1
0.0,89,6.5,98.0,Overcast,996.48,6,Winter,3.0,Inland,Snowy,2
-14.0,43,2.0,79.0,Cloudy,1049.7312500000003,9,Winter,14.25,Coastal,Rainy,1
32.0,71,1.5,33.0,Partly Cloudy,1015.11,4,Summer,5.5,Coastal,Cloudy,0
34.0,51,10.0,23.0,Overcast,1000.4,1,Summer,5.5,Mountain,Cloudy,0
28.0,49,8.0,0.0,Clear,1025.75,5,Autumn,7.5,Coastal,Sunny,3
44.0,40,4.0,7.0,Clear,1028.11,9,Winter,9.0,Coastal,Sunny,3
25.0,62,5.5,15.0,Partly Cloudy,1014.82,1,Winter,6.5,Inland,Cloudy,0
30.0,73,18.0,78.0,Overcast,1015.78,3,Summer,1.5,Mountain,Rainy,1
29.0,45,8.0,4.0,Clear,1028.04,11,Winter,7.0,Mountain,Sunny,3
24.0,70,2.5,48.0,Partly Cloudy,1006.77,1,Winter,5.5,Inland,Cloudy,0
38.0,45,7.0,19.0,Clear,1020.65,11,Autumn,8.5,Mountain,Sunny,3
1.0,61,0.5,82.0,Partly Cloudy,991.39,0,Winter,4.0,Mountain,Snowy,2
10.0,54,9.0,25.0,Partly Cloudy,1000.79,4,Spring,8.0,Mountain,Cloudy,0
23.0,65,16.0,54.0,Overcast,1007.22,0,Autumn,2.0,Inland,Rainy,1
12.0,62,12.5,71.0,Overcast,1000.15,2,Winter,4.0,Coastal,Rainy,1
21.0,74,26.25,92.0,Partly Cloudy,1007.87,10,Summer,6.5,Coastal,Cloudy,0
19.0,100,3.5,82.0,Partly Cloudy,1015.55,9,Spring,8.5,Coastal,Cloudy,0
26.0,100,26.25,100.0,Overcast,1015.47,0,Summer,3.5,Inland,Rainy,1
33.0,58,0.5,7.0,Clear,1010.95,6,Autumn,6.0,Coastal,Sunny,3
21.0,95,17.0,66.0,Overcast,998.46,1,Autumn,2.0,Inland,Rainy,1
32.0,36,12.5,52.0,Partly Cloudy,977.72,10,Spring,9.5,Coastal,Cloudy,0
-13.0,65,9.0,61.0,Cloudy,1049.7312500000003,4,Autumn,7.5,Coastal,Cloudy,0
24.0,40,6.0,13.0,Cloudy,961.8412499999998,7,Autumn,14.25,Mountain,Snowy,2
22.0,44,10.0,40.0,Overcast,963.2,14,Spring,11.5,Inland,Rainy,1
12.0,72,4.0,41.0,Partly Cloudy,1018.18,4,Spring,6.5,Inland,Cloudy,0
2.0,89,7.5,52.0,Overcast,997.95,0,Winter,4.5,Inland,Snowy,2
31.0,23,1.0,18.0,Clear,1024.66,6,Summer,9.0,Inland,Sunny,3
33.0,54,7.5,22.0,Overcast,1008.64,3,Summer,8.5,Inland,Cloudy,0
24.0,22,0.5,14.0,Clear,1027.62,8,Autumn,8.5,Mountain,Sunny,3
26.0,82,20.0,89.0,Overcast,992.0,2,Winter,1.5,Coastal,Rainy,1
22.0,71,8.0,32.0,Partly Cloudy,1001.86,1,Winter,5.5,Inland,Cloudy,0
25.0,43,9.0,5.0,Clear,1017.9,8,Winter,9.0,Inland,Sunny,3
21.0,62,4.5,30.0,Overcast,1017.66,3,Autumn,7.0,Inland,Cloudy,0
62.0,94,14.5,83.0,Clear,1025.57,10,Summer,4.0,Inland,Sunny,3
34.0,69,6.5,7.0,Clear,1020.34,10,Autumn,7.0,Inland,Sunny,3
1.0,78,16.0,54.0,Overcast,992.9,1,Winter,4.0,Inland,Snowy,2
26.0,54,14.0,23.0,Partly Cloudy,1008.44,2,Autumn,7.0,Mountain,Cloudy,0
32.0,93,5.0,81.0,Partly Cloudy,991.17,2,Spring,5.0,Inland,Rainy,1
-3.0,88,3.0,62.0,Partly Cloudy,985.69,1,Winter,2.5,Inland,Snowy,2
20.0,81,26.25,87.0,Partly Cloudy,999.54,12,Summer,1.5,Mountain,Rainy,1
3.0,72,2.0,72.0,Overcast,980.81,0,Winter,3.5,Inland,Snowy,2
-7.0,67,1.0,96.0,Overcast,981.04,0,Winter,3.5,Inland,Snowy,2
26.0,82,14.5,96.0,Overcast,999.91,8,Winter,0.5,Inland,Rainy,1
32.0,62,9.5,4.0,Clear,1012.8,6,Summer,9.0,Mountain,Sunny,3
-10.0,62,14.0,69.0,Overcast,994.79,0,Winter,3.0,Inland,Snowy,2
22.0,60,11.5,63.0,Overcast,992.69,2,Spring,3.0,Coastal,Rainy,1
21.0,83,12.5,50.0,Overcast,991.17,2,Summer,4.5,Mountain,Rainy,1
-2.0,84,3.5,83.0,Overcast,984.98,0,Winter,2.0,Inland,Snowy,2
16.0,97,19.0,59.0,Overcast,1005.12,3,Summer,1.0,Inland,Rainy,1
29.0,53,8.5,9.0,Clear,1021.35,10,Summer,5.0,Coastal,Sunny,3
17.0,73,2.5,53.0,Partly Cloudy,961.8412499999998,11,Autumn,9.0,Mountain,Rainy,1
-8.0,82,20.0,67.0,Partly Cloudy,998.81,0,Winter,3.5,Inland,Snowy,2
19.0,64,5.5,49.0,Overcast,1017.92,4,Autumn,7.5,Mountain,Cloudy,0
36.0,47,7.5,24.0,Partly Cloudy,1016.26,4,Autumn,3.5,Mountain,Snowy,2
25.0,65,8.5,72.0,Partly Cloudy,1011.8,3,Autumn,2.0,Inland,Rainy,1
39.0,57,8.5,0.0,Clear,1027.85,9,Spring,9.0,Mountain,Sunny,3
34.0,60,3.0,19.0,Clear,1010.31,7,Spring,9.0,Inland,Sunny,3
30.0,66,4.5,12.0,Clear,1024.75,6,Autumn,6.5,Mountain,Sunny,3
-6.0,73,16.0,71.0,Overcast,991.55,1,Winter,4.0,Mountain,Snowy,2
43.0,48,6.0,11.0,Clear,1026.72,11,Winter,8.0,Mountain,Sunny,3
11.0,91,7.0,57.0,Overcast,995.78,3,Autumn,5.0,Coastal,Rainy,1
-4.0,81,13.5,81.0,Overcast,999.94,0,Winter,1.5,Mountain,Snowy,2
1.0,89,10.0,80.0,Overcast,990.69,1,Winter,3.0,Mountain,Snowy,2
32.0,91,5.0,99.0,Overcast,997.66,1,Winter,2.0,Coastal,Rainy,1
16.0,68,5.0,48.0,Overcast,1006.37,1,Winter,9.0,Inland,Cloudy,0
36.0,50,10.0,9.0,Clear,1029.55,7,Autumn,8.0,Inland,Sunny,3
40.0,62,6.0,12.0,Clear,1022.43,10,Winter,7.0,Inland,Sunny,3
16.0,64,12.5,71.0,Overcast,1019.27,0,Winter,2.5,Mountain,Rainy,1
21.0,69,0.0,40.0,Partly Cloudy,1001.43,2,Summer,7.0,Inland,Cloudy,0
39.0,60,5.0,3.0,Clear,1013.97,7,Autumn,5.0,Inland,Sunny,3
24.0,68,15.0,35.0,Partly Cloudy,1011.54,2,Summer,5.0,Coastal,Cloudy,0
24.0,75,9.0,31.0,Partly Cloudy,1003.3,1,Spring,7.0,Mountain,Cloudy,0
63.0,100,13.0,95.0,Partly Cloudy,997.91,4,Spring,1.5,Mountain,Rainy,1
40.0,41,1.0,6.0,Clear,1015.33,9,Winter,7.0,Inland,Sunny,3
2.0,91,0.0,65.0,Overcast,980.71,1,Winter,3.0,Inland,Snowy,2
44.0,38,0.5,13.0,Clear,1017.02,7,Spring,6.0,Inland,Sunny,3
12.0,57,5.0,30.0,Partly Cloudy,1000.37,1,Spring,8.0,Inland,Cloudy,0
45.0,75,20.0,81.0,Overcast,1014.22,4,Winter,0.5,Inland,Rainy,1
71.5,100,5.0,100.0,Clear,1018.82,0,Summer,9.0,Inland,Sunny,3
28.0,76,7.0,83.0,Partly Cloudy,1016.07,3,Autumn,2.0,Mountain,Rainy,1
23.0,65,3.0,4.0,Partly Cloudy,1024.1,7,Spring,5.5,Inland,Sunny,3
46.0,88,2.5,88.0,Clear,1017.83,6,Summer,8.0,Coastal,Sunny,3
14.0,69,6.5,49.0,Partly Cloudy,1019.47,3,Winter,6.5,Coastal,Cloudy,0
33.0,87,10.0,73.0,Overcast,998.28,0,Spring,2.5,Coastal,Rainy,1
-7.0,64,19.5,82.0,Overcast,999.17,0,Winter,3.5,Mountain,Snowy,2
56.0,100,26.25,100.0,Partly Cloudy,1005.92,6,Spring,7.0,Inland,Cloudy,0
25.0,74,14.0,42.0,Partly Cloudy,1049.7312500000003,9,Spring,14.25,Inland,Snowy,2
12.0,77,19.5,85.0,Clear,1019.09,2,Autumn,12.5,Inland,Sunny,3
24.0,62,16.0,56.0,Overcast,1019.07,2,Winter,4.5,Inland,Rainy,1
-3.0,100,26.25,96.0,Overcast,982.51,1,Winter,0.5,Mountain,Snowy,2
